Year,Match Number,Date,Stadium,City,Match,Match Details,Batting team,Total Score,Total Wicket,Batsman Names,Out/Not Out,Total Runs,Balls Played,Fours,Sixes,Strike Rate
2023,1st Match ,October 05 2023,Narendra Modi Stadium, Ahmedabad,England vs New Zealand,"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",New Zealand,283,1,Devon Conway,not out,152,121,19,3,125.62
2023,1st Match ,October 05 2023,Narendra Modi Stadium, Ahmedabad,England vs New Zealand,"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",New Zealand,283,1,Will Young,c Jos Buttler b Sam Curran,0,1,0,0,0
2023,1st Match ,October 05 2023,Narendra Modi Stadium, Ahmedabad,England vs New Zealand,"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",New Zealand,283,1,Rachin Ravindra,not out,123,96,11,5,128.12
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Fakhar Zaman,c and b van Beek,12,15,3,0,80
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Imam-ul-Haq,c Aryan Dutt b van Meekeren,15,19,2,0,78.95
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Babar Azam,c Saqib Zulfiqar b Ackermann,5,18,0,0,27.78
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Mohammad Rizwan,b Bas de Leede,68,75,8,0,90.67
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Saud Shakeel,c Saqib Zulfiqar b Aryan Dutt,68,52,9,1,130.77
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Iftikhar Ahmed,c Edwards b Bas de Leede,9,11,1,0,81.82
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Mohammad Nawaz,run out (van Meekeren/Ackermann),39,43,4,0,90.7
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Shadab Khan,b Bas de Leede,32,34,2,1,94.12
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Hasan Ali,lbw b Bas de Leede,0,1,0,0,0
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Shaheen Afridi,not out,13,12,2,0,108.33
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Pakistan,286,10,Haris Rauf,st Edwards b Ackermann,16,14,2,1,114.29
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Vikramjit Singh,c Fakhar Zaman b Shadab Khan,52,67,4,1,77.61
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Max ODowd,c Shaheen Afridi b Hasan Ali,5,12,1,0,41.67
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Colin Ackermann,b Iftikhar Ahmed,17,21,3,0,80.95
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Bas de Leede,b Mohammad Nawaz,67,68,6,2,98.53
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Teja Nidamanuru,c Fakhar Zaman b Haris Rauf,5,9,1,0,55.56
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Scott Edwards,lbw b Haris Rauf,0,2,0,0,0
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Saqib Zulfiqar,lbw b Shaheen Afridi,10,18,1,0,55.56
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Roelof van der Merwe,run out (Babar Azam/Rizwan),4,7,0,0,57.14
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Logan van Beek,not out,28,28,3,1,100
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Aryan Dutt,b Hasan Ali,1,2,0,0,50
2023,2nd Match ,October 06 2023,Rajiv Gandhi International Stadium, Hyderabad,Pakistan vs Netherlands,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",Netherlands,205,10,Paul van Meekeren,b Haris Rauf,7,12,1,0,58.33
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Rahmanullah Gurbaz,c Tanzid Hasan b Mustafizur,47,62,4,1,75.81
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Ibrahim Zadran,c Tanzid Hasan b Shakib,22,25,3,1,88
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Rahmat Shah,c Litton Das b Shakib,18,25,1,0,72
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Hashmatullah Shahidi,c Towhid Hridoy b Mehidy Hasan Miraz,18,38,2,0,47.37
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Najibullah Zadran,b Shakib,5,13,0,0,38.46
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Mohammad Nabi,b Taskin Ahmed,6,12,0,0,50
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Azmatullah Omarzai,b Shoriful Islam,22,20,4,0,110
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Rashid Khan,b Mehidy Hasan Miraz,9,16,1,0,56.25
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Mujeeb Ur Rahman,b Mehidy Hasan Miraz,1,4,0,0,25
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Naveen-ul-Haq,c Towhid Hridoy b Shoriful Islam,0,6,0,0,0
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,156,10,Fazalhaq Farooqi,not out,0,3,0,0,0
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Bangladesh,158,4,Tanzid Hasan,run out (Najibullah),5,13,1,0,38.46
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Bangladesh,158,4,Litton Das,b Fazalhaq Farooqi,13,18,2,0,72.22
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Bangladesh,158,4,Mehidy Hasan Miraz,c Rahmat b Naveen-ul-Haq,57,73,5,0,78.08
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Bangladesh,158,4,Najmul Hossain Shanto,not out,59,83,3,1,71.08
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Bangladesh,158,4,Shakib Al Hasan,c Fazalhaq Farooqi b Azmatullah,14,19,2,0,73.68
2023,3rd Match,October 07 2023,Himachal Pradesh Cricket Association Stadium,"Dharamsala, India",Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Bangladesh,158,4,Mushfiqur Rahim,not out,2,3,0,0,66.67
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,428,5,Quinton de Kock,c Dhananjaya de Silva b Matheesha Pathirana,100,84,12,3,119.05
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,428,5,Temba Bavuma,lbw b Dilshan Madushanka,8,5,2,0,160
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,428,5,Rassie van der Dussen,c Samarawickrama b Dunith Wellalage,108,110,13,2,98.18
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,428,5,Aiden Markram,c Rajitha b Dilshan Madushanka,106,54,14,3,196.3
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,428,5,Heinrich Klaasen,c Shanaka b Rajitha,32,20,1,3,160
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,428,5,David Miller,not out,39,21,3,2,185.71
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,428,5,Marco Jansen,not out,12,7,0,1,171.43
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Pathum Nissanka,b Marco Jansen,0,3,0,0,0
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Kusal Perera,b Marco Jansen,7,15,1,0,46.67
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Kusal Mendis,c Klaasen b Rabada,76,42,4,8,180.95
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Sadeera Samarawickrama,c Marco Jansen b Gerald Coetzee,23,19,3,1,121.05
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Charith Asalanka,c (sub)R Hendricks b Lungi Ngidi,79,65,8,4,121.54
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Dhananjaya de Silva,c (sub)Phehlukwayo b Maharaj,11,14,1,0,78.57
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Dasun Shanaka,b Maharaj,68,62,6,3,109.68
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Dunith Wellalage,c Klaasen b Gerald Coetzee,0,1,0,0,0
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Kasun Rajitha,c Markram b Gerald Coetzee,33,31,4,1,106.45
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Matheesha Pathirana,b Rabada,5,16,1,0,31.25
2023,4th Match ,October 07 2023,Arun Jaitley Stadium,"Delhi, India",South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,326,10,Dilshan Madushanka,not out,4,2,1,0,200
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,David Warner,c and b Kuldeep Yadav,41,52,6,0,78.85
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,Mitchell Marsh,c Kohli b Bumrah,0,6,0,0,0
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,Steven Smith,b Ravindra Jadeja,46,71,5,0,64.79
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,Marnus Labuschagne,c Rahul b Ravindra Jadeja,27,41,1,0,65.85
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,Glenn Maxwell,b Kuldeep Yadav,15,25,1,0,60
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,Alex Carey,lbw b Ravindra Jadeja,0,2,0,0,0
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,Cameron Green,c Hardik Pandya b Ashwin,8,20,0,0,40
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,Pat Cummins,c Shreyas Iyer b Bumrah,15,24,1,1,62.5
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,Mitchell Starc,c Shreyas Iyer b Siraj,28,35,2,1,80
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,Adam Zampa,c Kohli b Hardik Pandya,6,20,0,0,30
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,199,10,Josh Hazlewood,not out,1,1,0,0,100
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,201,4,Rohit Sharma,lbw b Hazlewood,0,6,0,0,0
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,201,4,Ishan Kishan,c Green b Starc,0,1,0,0,0
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,201,4,Virat Kohli,c Labuschagne b Hazlewood,85,116,6,0,73.28
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,201,4,Shreyas Iyer,c Warner b Hazlewood,0,3,0,0,0
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,201,4,KL Rahul,not out,97,115,8,2,84.35
2023,5th Match ,October 08 2023,MA Chidambaram Stadium,"Chennai, India",Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,201,4,Hardik Pandya,not out,11,8,0,1,137.5
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,322,7,Devon Conway,c Bas de Leede b van der Merwe,32,40,5,1,80
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,322,7,Will Young,c Bas de Leede b van Meekeren,70,80,7,2,87.5
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,322,7,Rachin Ravindra,c Edwards b van der Merwe,51,51,3,1,100
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,322,7,Daryl Mitchell,b van Meekeren,48,47,5,2,102.13
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,322,7,Tom Latham,st Edwards b Aryan Dutt,53,46,6,1,115.22
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,322,7,Glenn Phillips,c Edwards b Bas de Leede,4,4,1,0,100
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,322,7,Mark Chapman,c van der Merwe b Aryan Dutt,5,13,0,0,38.46
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,322,7,Mitchell Santner,not out,36,17,3,2,211.76
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,322,7,Matt Henry,not out,10,4,0,1,250
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,223,10,Vikramjit Singh,b Matt Henry,12,20,1,0,60
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,223,10,Max ODowd,lbw b Santner,16,31,2,0,51.61
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,223,10,Colin Ackermann,c Matt Henry b Santner,69,73,5,0,94.52
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,223,10,Bas de Leede,c Boult b Rachin Ravindra,18,25,3,0,72
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,223,10,Teja Nidamanuru,run out (Lockie Ferguson/Latham),21,26,2,1,80.77
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,223,10,Scott Edwards,c and b Santner,30,27,2,1,111.11
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,223,10,Sybrand Engelbrecht,c Conway b Matt Henry,29,34,3,0,85.29
2023,6th Match ,October 09 2023,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,223,10,Roelof van der Merwe,c Matt Henry b Santner,1,6,0,0,16.67
