Year,Match Number,Date,Stadium,City,Match,F,Bowling team,Total Score conceded,Wicket,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
2023,36th Match ,4-November-2023,Narendra Modi Stadium, Ahmedabad,Australia vs England,"36th Match (D/N), Ahmedabad, November 04, 2023,
ICC Cricket World Cup",Australia,253,10,Adam Zampa,10,0,21,3,0,2,2.1
2023,36th Match ,4-November-2023,Narendra Modi Stadium, Ahmedabad,Australia vs England,"36th Match (D/N), Ahmedabad, November 04, 2023,
ICC Cricket World Cup",Australia,253,10,Travis Head,5,0,28,0,0,0,5.6
2023,36th Match ,4-November-2023,Narendra Modi Stadium, Ahmedabad,Australia vs England,"36th Match (D/N), Ahmedabad, November 04, 2023,
ICC Cricket World Cup",Australia,253,10,Marcus Stoinis,4,0,34,1,0,0,8.5
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",South Africa,326,5,Lungi Ngidi,8.2,0,63,1,0,2,7.6
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",South Africa,326,5,Marco Jansen,9.4,0,94,1,1,11,9.7
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",South Africa,326,5,Kagiso Rabada,10,1,48,1,0,0,4.8
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",South Africa,326,5,Keshav Maharaj,10,0,30,1,0,1,3
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",South Africa,326,5,Tabraiz Shamsi,10,0,72,1,1,7,7.2
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",South Africa,326,5,Aiden Markram,2,0,17,0,0,1,8.5
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",India,83,10,Jasprit Bumrah,5,0,14,0,0,1,2.8
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",India,83,10,Mohammed Siraj,4,1,11,1,0,0,2.8
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",India,83,10,Ravindra Jadeja,9,1,33,5,0,0,3.7
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",India,83,10,Mohammed Shami,4,0,18,2,0,1,4.5
2023,37th Match ,5-November-2023,Eden Gardens,Kolkata,India vs South Africa,"37th Match (D/N), Eden Gardens, November 05, 2023,
ICC Cricket World Cup",India,83,10,Kuldeep Yadav,5.1,1,7,2,0,0,1.4
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Bangladesh,279,10,Shoriful Islam,9.3,0,52,2,0,1,5.5
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Bangladesh,279,10,Taskin Ahmed,10,1,39,0,0,1,3.9
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Bangladesh,279,10,Tanzim Hasan Sakib,10,0,80,3,0,2,8
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Bangladesh,279,10,Shakib Al Hasan,10,0,57,2,0,0,5.7
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Bangladesh,279,10,Mehidy Hasan Miraz,10,0,49,1,0,0,4.9
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Sri Lanka,282,7,Dilshan Madushanka,10,1,69,3,0,4,6.9
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Sri Lanka,282,7,Maheesh Theekshana,9,0,44,2,0,3,4.9
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Sri Lanka,282,7,Kasun Rajitha,4,0,47,0,0,0,11.8
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Sri Lanka,282,7,Dushmantha Chameera,8,0,54,0,0,2,6.8
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Sri Lanka,282,7,Angelo Mathews,7.1,1,35,2,0,1,4.9
2023,38th Match ,6-November-2023,Arun Jaitley Stadium, Delhi,Sri Lanka vs Bangladesh,"38th Match (D/N), Delhi, November 06, 2023,
ICC Cricket World Cup",Sri Lanka,282,7,Dhananjaya de Silva,3,0,20,0,0,0,6.7
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Australia,291,5,Mitchell Starc,9,0,70,1,0,5,7.8
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Australia,291,5,Josh Hazlewood,9,0,39,2,0,1,4.3
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Australia,291,5,Glenn Maxwell,10,0,55,1,1,0,5.5
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Australia,291,5,Pat Cummins,8,0,47,0,0,1,5.9
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Australia,291,5,Adam Zampa,10,0,58,1,0,3,5.8
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Australia,291,5,Travis Head,3,0,15,0,0,0,5
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Australia,291,5,Marcus Stoinis,1,0,2,0,0,0,2
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Afghanistan,293,7,Mujeeb Ur Rahman,8.5,1,72,0,0,0,8.2
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Afghanistan,293,7,Naveen-ul-Haq,9,0,47,2,0,1,5.2
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Afghanistan,293,7,Azmatullah Omarzai,7,1,52,2,0,1,7.4
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Afghanistan,293,7,Rashid Khan,10,0,44,2,0,3,4.4
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Afghanistan,293,7,Noor Ahmad,10,1,53,0,0,5,5.3
2023,39th Match ,7-November-2023,Wankhede Stadium,Mumbai,Afghanistan vs Australia,"39th Match (D/N), Wankhede, November 07, 2023,
ICC Cricket World Cup",Afghanistan,293,7,Mohammad Nabi,2,0,20,0,0,0,10
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",Netherlands,339,9,Aryan Dutt,10,0,67,2,1,1,6.7
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",Netherlands,339,9,Logan van Beek,10,0,88,2,0,14,8.8
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",Netherlands,339,9,Paul van Meekeren,10,0,57,1,0,5,5.7
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",Netherlands,339,9,Bas de Leede,10,0,74,3,0,0,7.4
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",Netherlands,339,9,Roelof van der Merwe,3,0,22,0,0,0,7.3
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",Netherlands,339,9,Colin Ackermann,7,0,31,0,0,0,4.4
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",England,179,10,Chris Woakes,7,0,19,1,0,2,2.7
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",England,179,10,David Willey,7,2,19,2,0,0,2.7
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",England,179,10,Gus Atkinson,7,0,41,0,0,1,5.9
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",England,179,10,Moeen Ali,8.2,0,42,3,0,0,5
2023,40th Match ,8-November-2023,Maharashtra Cricket Association Stadium, Pune,England vs Netherlands,"40th Match (D/N), Pune, November 08, 2023,
ICC Cricket World Cup",England,179,10,Adil Rashid,8,0,54,3,0,1,6.8
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",New Zealand,171,10,Trent Boult,10,3,37,3,0,3,3.7
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",New Zealand,171,10,Tim Southee,8,0,52,1,0,0,6.5
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",New Zealand,171,10,Lockie Ferguson,10,2,35,2,0,0,3.5
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",New Zealand,171,10,Mitchell Santner,10,2,22,2,0,0,2.2
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",New Zealand,171,10,Rachin Ravindra,7.4,0,21,2,0,0,2.7
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",New Zealand,171,10,Glenn Phillips,1,0,3,0,0,0,3
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",Sri Lanka,172,5,Dilshan Madushanka,6.2,0,58,0,0,1,9.2
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",Sri Lanka,172,5,Maheesh Theekshana,7,0,43,1,0,0,6.1
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",Sri Lanka,172,5,Dhananjaya de Silva,2,0,22,0,0,0,11
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",Sri Lanka,172,5,Dushmantha Chameera,4,1,20,1,0,0,5
2023,41st Match ,9-November-2023,M.Chinnaswamy Stadium, Bengaluru,Sri Lanka vs New Zealand,"41st Match (D/N), Bengaluru, November 09, 2023,
ICC Cricket World Cup",Sri Lanka,172,5,Angelo Mathews,4,0,29,2,0,1,7.2
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",South Africa,244,10,Kagiso Rabada,10,0,40,0,0,0,4
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",South Africa,244,10,Lungi Ngidi,8.3,0,69,2,0,6,8.1
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",South Africa,244,10,Aiden Markram,4.3,0,25,0,0,0,5.6
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",South Africa,244,10,Gerald Coetzee,10,1,44,4,0,2,4.4
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",South Africa,244,10,Keshav Maharaj,10,1,25,2,0,2,2.5
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",South Africa,244,10,Andile Phehlukwayo,7,0,36,1,0,0,5.1
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",Afghanistan,247,5,Mujeeb Ur Rahman,10,0,51,1,0,1,5.1
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",Afghanistan,247,5,Naveen-ul-Haq,6.3,0,52,0,0,1,8
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",Afghanistan,247,5,Mohammad Nabi,10,1,35,2,0,0,3.5
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",Afghanistan,247,5,Azmatullah Omarzai,1,0,8,0,0,0,8
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",Afghanistan,247,5,Rashid Khan,10,1,37,2,0,1,3.7
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",Afghanistan,247,5,Noor Ahmad,9,0,49,0,0,3,5.4
2023,42nd Match ,10-November-2023,Narendra Modi Stadium, Ahmedabad,Afghanistan vs South Africa,"42nd Match (D/N), Ahmedabad, November 10, 2023,
ICC Cricket World Cup",Afghanistan,247,5,Rahmat Shah,1,0,12,0,0,0,12
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Australia,306,8,Josh Hazlewood,7,1,21,0,0,0,3
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Australia,306,8,Pat Cummins,8,0,56,0,0,8,7
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Australia,306,8,Sean Abbott,10,0,61,2,1,0,6.1
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Australia,306,8,Mitchell Marsh,4,0,48,0,1,2,12
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Australia,306,8,Adam Zampa,10,0,32,2,0,0,3.2
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Australia,306,8,Travis Head,6,0,33,0,0,0,5.5
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Australia,306,8,Marcus Stoinis,5,0,45,1,0,2,9
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Bangladesh,307,2,Taskin Ahmed,10,0,61,1,0,1,6.1
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Bangladesh,307,2,Mahedi Hasan,9,0,38,0,0,1,4.2
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Bangladesh,307,2,Nasum Ahmed ,10,0,85,0,0,1,8.5
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Bangladesh,307,2,Mehidy Hasan Miraz,6,0,47,0,0,0,7.8
2023,43rd Match,11-November-2023,Maharashtra Cricket Association Stadium, Pune,Bangladesh vs Australia,"43rd Match, Pune, November 11, 2023,
ICC Cricket World Cup",Bangladesh,307,2,Mustafizur Rahman,9.4,1,76,1,0,1,7.9
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",Pakistan,337,9,Shaheen Afridi,10,1,72,2,0,0,7.2
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",Pakistan,337,9,Haris Rauf,10,0,64,3,0,11,6.4
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",Pakistan,337,9,Iftikhar Ahmed,7,0,38,1,0,0,5.4
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",Pakistan,337,9,Mohammad Wasim Jr,10,0,74,2,0,1,7.4
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",Pakistan,337,9,Shadab Khan,10,0,57,0,0,0,5.7
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",Pakistan,337,9,Agha Salman,3,0,25,0,0,0,8.3
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",England,244,10,David Willey,10,0,56,3,0,2,5.6
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",England,244,10,Chris Woakes,5.3,0,27,1,0,0,4.9
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",England,244,10,Adil Rashid,10,0,55,2,0,1,5.5
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",England,244,10,Gus Atkinson,8,0,45,2,0,2,5.6
2023,44th Match ,11-November-2023,Eden Gardens,Kolkata,England vs Pakistan,"44th Match (D/N), Eden Gardens, November 11, 2023,
ICC Cricket World Cup",England,244,10,Moeen Ali,10,0,60,2,0,0,6
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",Netherlands,410,4,Aryan Dutt,7,0,52,0,0,1,7.4
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",Netherlands,410,4,Logan van Beek,10,0,107,0,0,1,10.7
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",Netherlands,410,4,Colin Ackermann,3,0,25,0,0,1,8.3
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",Netherlands,410,4,Paul van Meekeren,10,0,90,1,1,2,9
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",Netherlands,410,4,Roelof van der Merwe,10,0,53,1,0,0,5.3
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",Netherlands,410,4,Bas de Leede,10,0,82,2,0,8,8.2
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",India,250,10,Jasprit Bumrah,9,1,33,2,0,1,3.7
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",India,250,10,Mohammed Siraj,6,1,29,2,0,1,4.8
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",India,250,10,Mohammed Shami,6,0,41,0,0,1,6.8
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",India,250,10,Kuldeep Yadav,10,1,41,2,0,0,4.1
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",India,250,10,Ravindra Jadeja,9,0,49,2,0,1,5.4
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",India,250,10,Virat Kohli,3,0,13,1,0,0,4.3
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",India,250,10,Shubman Gill,2,0,11,0,0,0,5.5
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",India,250,10,Suryakumar Yadav,2,0,17,0,0,0,8.5
2023,45th Match ,12-November-2023,M.Chinnaswamy Stadium, Bengaluru,India vs Netherlands,"45th Match (D/N), Bengaluru, November 12, 2023,
ICC Cricket World Cup",India,250,10,Rohit Sharma,0.5,0,7,1,0,0,8.4
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",New Zealand,397,4,Trent Boult,10,0,86,1,0,2,8.6
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",New Zealand,397,4,Tim Southee,10,0,100,3,0,1,10
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",New Zealand,397,4,Mitchell Santner,10,1,51,0,0,0,5.1
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",New Zealand,397,4,Lockie Ferguson,8,0,65,0,0,1,8.1
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",New Zealand,397,4,Rachin Ravindra,7,0,60,0,0,2,8.6
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",New Zealand,397,4,Glenn Phillips,5,0,33,0,0,0,6.6
