Year,Match Number,Date,Stadium,City,Match,F,Bowling team,Total Score conceded,Wicket,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",India,327,10,Jasprit Bumrah,10,1,64,1,0,10,6.4
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",India,327,10,Mohammed Siraj,9,0,78,1,0,3,8.7
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",India,327,10,Mohammed Shami,9.5,0,57,7,0,6,5.8
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",India,327,10,Ravindra Jadeja,10,0,63,0,1,0,6.3
2023,1st Semi-Final ,15-November-2023,Wankhede Stadium,Mumbai,India vs New Zealand,"1st Semi-Final (D/N), Wankhede, November 15, 2023,
ICC Cricket World Cup",India,327,10,Kuldeep Yadav,10,0,56,1,0,0,5.6
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",Australia,212,10,Mitchell Starc,10,1,34,3,0,4,3.4
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",Australia,212,10,Josh Hazlewood,8,3,12,2,0,0,1.5
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",Australia,212,10,Pat Cummins,9.4,0,51,3,0,2,5.3
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",Australia,212,10,Adam Zampa,7,0,55,0,0,0,7.9
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",Australia,212,10,Glenn Maxwell,10,0,35,0,0,0,3.5
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",Australia,212,10,Travis Head,5,0,21,2,0,1,4.2
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",South Africa,215,7,Marco Jansen,4.2,0,35,0,0,4,8.1
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",South Africa,215,7,Kagiso Rabada,6,0,41,1,1,1,6.8
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",South Africa,215,7,Aiden Markram,8,1,23,1,0,1,2.9
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",South Africa,215,7,Gerald Coetzee,9,0,47,2,1,1,5.2
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",South Africa,215,7,Tabraiz Shamsi,10,0,42,2,0,5,4.2
2023,2nd Semi-Final ,16-November-2023,Eden Gardens,Kolkata,South Africa vs Australia,"2nd Semi-Final (D/N), Eden Gardens, November 16, 2023,
ICC Cricket World Cup",South Africa,215,7,Keshav Maharaj,10,0,24,1,0,0,2.4
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",Australia,240,10,Mitchell Starc,10,0,55,3,0,4,5.5
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",Australia,240,10,Josh Hazlewood,10,0,60,2,0,1,6
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",Australia,240,10,Glenn Maxwell,6,0,35,1,0,0,5.8
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",Australia,240,10,Pat Cummins,10,0,34,2,0,2,3.4
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",Australia,240,10,Adam Zampa,10,0,44,1,0,2,4.4
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",Australia,240,10,Mitchell Marsh,2,0,5,0,0,0,2.5
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",Australia,240,10,Travis Head,2,0,4,0,0,0,2
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",India,241,4,Jasprit Bumrah,9,2,43,2,0,0,4.8
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",India,241,4,Mohammed Shami,7,1,47,1,0,9,6.7
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",India,241,4,Ravindra Jadeja,10,0,43,0,0,2,4.3
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",India,241,4,Kuldeep Yadav,10,0,56,0,0,0,5.6
2023,Final ,19-November-2023,Narendra Modi Stadium, Ahmedabad,India vs Australia,"Final (D/N), Ahmedabad, November 19, 2023,
ICC Cricket World Cup",India,241,4,Mohammed Siraj,7,0,45,1,0,0,6.4
