Year,Match Number,Date,Stadium,City,Match,Match Details,Batting team,Total Score,Total Wicket,Batsman Names,Out/Not Out,Total Runs,Balls Played,Fours,Sixes,Strike Rate
2007,12th Match,"March,19,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",India vs Bermuda,"12th Match, Group B, Port of Spain, March 19, 2007,
ICC World Cup",Bermuda,156,10,Delyone Borden,lbw b Patel,13,38,1,0,34.21
2007,12th Match,"March,19,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",India vs Bermuda,"12th Match, Group B, Port of Spain, March 19, 2007,
ICC World Cup",Bermuda,156,10,David Hemp,not out,76,105,9,1,72.38
2007,12th Match,"March,19,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",India vs Bermuda,"12th Match, Group B, Port of Spain, March 19, 2007,
ICC World Cup",Bermuda,156,10,Irving Romaine,lbw b Kumble,0,10,0,0,0
2007,12th Match,"March,19,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",India vs Bermuda,"12th Match, Group B, Port of Spain, March 19, 2007,
ICC World Cup",Bermuda,156,10,Janeiro Tucker,b Kumble,0,6,0,0,0
2007,12th Match,"March,19,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",India vs Bermuda,"12th Match, Group B, Port of Spain, March 19, 2007,
ICC World Cup",Bermuda,156,10,Dean Minors,c sub (KD Karthik) b Agarkar,21,36,3,1,58.33
2007,12th Match,"March,19,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",India vs Bermuda,"12th Match, Group B, Port of Spain, March 19, 2007,
ICC World Cup",Bermuda,156,10,Lionel Cann,c Uthappa b Agarkar,0,2,0,0,0
2007,12th Match,"March,19,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",India vs Bermuda,"12th Match, Group B, Port of Spain, March 19, 2007,
ICC World Cup",Bermuda,156,10,Kevin Hurdle,b Agarkar,0,4,0,0,0
2007,12th Match,"March,19,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",India vs Bermuda,"12th Match, Group B, Port of Spain, March 19, 2007,
ICC World Cup",Bermuda,156,10,Dwayne Leverock,c Dhoni b Tendulkar,9,31,1,0,29.03
2007,12th Match,"March,19,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",India vs Bermuda,"12th Match, Group B, Port of Spain, March 19, 2007,
ICC World Cup",Bermuda,156,10,Malachi Jones,lbw b Kumble,1,8,0,0,12.5
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",Zimbabwe,202,5,Vusi Sibanda,b Powell,1,9,0,0,11.11
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",Zimbabwe,202,5,Friday Kasteni,b Taylor,0,1,0,0,0
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",Zimbabwe,202,5,Chamu Chibhabha,b Taylor,12,25,2,0,48
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",Zimbabwe,202,5,Brendan Taylor,run out (Bravo/Samuels),50,121,1,1,41.32
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",Zimbabwe,202,5,Stuart Matsikenyeri,c Powell b Smith,16,27,2,0,59.26
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",Zimbabwe,202,5,Sean Williams,not out,70,88,7,0,79.55
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",Zimbabwe,202,5,Elton Chigumbura,not out,30,29,5,0,103.45
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",West Indies,204,4,Chris Gayle,c Sibanda b Mpofu,40,48,3,3,83.33
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",West Indies,204,4,Shivnarine Chanderpaul,c Sibanda b Chigumbura,21,60,3,0,35
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",West Indies,204,4,Ramnaresh Sarwan,c &amp; b Ireland,12,19,2,0,63.16
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",West Indies,204,4,Marlon Samuels,c Chibhabha b Mupariwa,28,48,3,0,58.33
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",West Indies,204,4,Brian Lara,not out,44,68,2,1,64.71
2007,13th Match,"March,19,2007",Sabina Park,"Kingston, Jamaica, West Indies",Zimbabwe vs West Indies,"13th Match, Group D, Kingston, March 19, 2007,
ICC World Cup",West Indies,204,4,Dwayne Bravo,not out,37,46,3,2,80.43
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",Scotland,186,8,Fraser Watts,c Smith b Langeveldt,24,44,2,1,54.55
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",Scotland,186,8,Majid Haq,c Boucher b Hall,13,33,2,0,39.39
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",Scotland,186,8,Ryan Watson,run out (de Villiers),31,50,4,0,62
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",Scotland,186,8,Gavin Hamilton,c de Villiers b Hall,4,13,0,0,30.77
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",Scotland,186,8,Neil McCallum,b Langeveldt,1,21,0,0,4.76
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",Scotland,186,8,Dougie Brown,not out,45,64,3,0,70.31
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",Scotland,186,8,Colin Smith,b Pollock,15,30,2,0,50
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",Scotland,186,8,John Blain,c Kemp b Hall,23,35,1,1,65.71
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",Scotland,186,8,Paul Hoffmann,run out (Boucher/Hall),18,11,3,1,163.64
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",South Africa,188,3,Graeme Smith,c Rogers b Haq,91,65,13,1,140
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",South Africa,188,3,AB de Villiers,c Brown b Rogers,62,45,9,2,137.78
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",South Africa,188,3,Ashwell Prince,c McCallum b Haq,21,23,3,0,91.3
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",South Africa,188,3,Justin Kemp,not out,12,7,1,1,171.43
2007,15th Match,"March,20,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs South Africa,"15th Match, Group A, Basseterre, March 20, 2007,
ICC World Cup",South Africa,188,3,Shaun Pollock,not out,0,0,0,0,0
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",New Zealand,331,7,Lou Vincent,c Tikolo b Odoyo,0,4,0,0,0
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",New Zealand,331,7,Stephen Fleming,run out (CO Obuya/Ouma),60,61,7,3,98.36
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",New Zealand,331,7,Ross Taylor,c &amp; b Tikolo,85,107,8,1,79.44
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",New Zealand,331,7,Scott Styris,c Mishra b Onyango,63,62,3,3,101.61
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",New Zealand,331,7,Craig McMillan,c Tikolo b Ongondo,71,48,3,5,147.92
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",New Zealand,331,7,Jacob Oram,b Odoyo,3,6,0,0,50
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",New Zealand,331,7,Brendon McCullum,c Varaiya b Ongondo,6,9,0,0,66.67
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",New Zealand,331,7,Daniel Vettori,not out,14,7,2,0,200
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",New Zealand,331,7,James Franklin,not out,0,0,0,0,0
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,Morris Ouma,run out (Vincent),4,21,0,0,19.05
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,David Obuya,lbw b Mason,1,5,0,0,20
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,Ravi Shah,c &amp; b Vettori,71,89,8,2,79.78
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,Steve Tikolo,c Vettori b Mason,7,16,1,0,43.75
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,Tanmay Mishra,c Fleming b Franklin,2,4,0,0,50
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,Collins Obuya,run out (Franklin/Oram),21,31,0,0,67.74
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,Thomas Odoyo,c Oram b Bond,42,67,4,1,62.69
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,Jimmy Kamande,b Vettori,12,15,0,1,80
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,Lameck Onyango,run out (Vincent),6,17,0,0,35.29
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,Peter Ongondo,c &amp; b Franklin,4,21,0,0,19.05
2007,14th Match,"March,20,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",New Zealand vs Kenya,"14th Match, Group C, Gros Islet, March 20, 2007,
ICC World Cup",Kenya,183,10,Hiren Varaiya,not out,1,16,0,0,6.25
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Sri Lanka,318,4,Upul Tharanga,c Aftab Ahmed b Mohammad Rafique,26,37,3,0,70.27
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Sri Lanka,318,4,Sanath Jayasuriya,c Habibul Bashar b Abdur Razzak,109,87,7,7,125.29
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Sri Lanka,318,4,Mahela Jayawardene,c Aftab Ahmed b Shakib Al Hasan,46,70,2,2,65.71
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Sri Lanka,318,4,Kumar Sangakkara,c Tamim Iqbal b Syed Rasel,56,55,3,1,101.82
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Sri Lanka,318,4,Chamara Silva,not out,52,48,5,2,108.33
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Sri Lanka,318,4,Russel Arnold,not out,5,5,0,0,100
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Tamim Iqbal,c Sangakkara b Malinga,6,7,1,0,85.71
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Shahriar Nafees,lbw b Vaas,0,3,0,0,0
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Mushfiqur Rahim,c Dilshan b Maharoof,6,33,1,0,18.18
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Aftab Ahmed,c Jayasuriya b Malinga,12,16,2,0,75
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Shakib Al Hasan,b Muralitharan,4,20,0,0,20
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Habibul Bashar,run out (Jayawardene),18,47,2,0,38.3
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Mohammad Ashraful,not out,45,63,6,0,71.43
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Mashrafe Mortaza,c Tharanga b Arnold,7,14,0,1,50
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Mohammad Rafique,c Maharoof b Dilshan,7,17,0,0,41.18
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Abdur Razzak,c Sangakkara b Malinga,0,2,0,0,0
2007,16th Match,"March,21,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bangladesh,"16th Match, Group B, Port of Spain, March 21, 2007,
ICC World Cup",Bangladesh,112,10,Syed Rasel,run out (Dilshan),0,1,0,0,0
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Kamran Akmal,c Taylor b Chigumbura,15,26,2,0,57.69
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Imran Nazir,c Matsikenyeri b Mpofu,160,121,14,8,132.23
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Shoaib Malik,c Chibhabha b Williams,21,32,2,1,65.63
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Inzamam-ul-Haq,c Williams b Mupariwa,37,35,2,3,105.71
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Mohammad Yousuf,c &amp; b Brent,3,10,0,0,30
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Younis Khan,run out (Mpofu/Taylor),28,31,1,1,90.32
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Shahid Afridi,b Brent,16,10,1,1,160
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Mohammad Sami,c Utseya b Brent,5,10,0,0,50
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Iftikhar Anjum,c Matsikenyeri b Chigumbura,32,16,2,2,200
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Umar Gul,b Chigumbura,10,6,2,0,166.67
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Pakistan,349,10,Danish Kaneria,not out,6,4,1,0,150
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Vusi Sibanda,c Imran Nazir b Umar Gul,0,2,0,0,0
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Chamu Chibhabha,c Inzamam-ul-Haq b Umar Gul,3,8,0,0,37.5
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Friday Kasteni,c Inzamam-ul-Haq b Mohammad Sami,9,23,0,0,39.13
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Brendan Taylor,c Younis Khan b Danish Kaneria,13,17,1,0,76.47
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Stuart Matsikenyeri,run out (Kamran Akmal),18,25,3,0,72
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Elton Chigumbura,b Shahid Afridi,27,11,0,4,245.45
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Sean Williams,c Umar Gul b Danish Kaneria,11,9,0,1,122.22
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Gary Brent,b Shahid Afridi,9,9,0,1,100
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Prosper Utseya,not out,4,5,0,0,80
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Tawanda Mupariwa,b Shahid Afridi,0,3,0,0,0
2007,17th Match,"March,21,2007",Sabina Park,"Kingston, Jamaica, West Indies",Pakistan vs Zimbabwe,"17th Match, Group D, Kingston, March 21, 2007,
ICC World Cup",Zimbabwe,99,10,Chris Mpofu,c Inzamam-ul-Haq b Mohammad Yousuf,1,5,0,0,20
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,Navdeep Poonia,c Smits b Stelling,0,2,0,0,0
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,Majid Haq,b Reekers,6,15,1,0,40
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,Ryan Watson,c &amp; b de Leede,16,37,3,0,43.24
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,Gavin Hamilton,lbw b Stelling,4,13,0,0,30.77
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,Dougie Brown,lbw b Stelling,0,1,0,0,0
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,Neil McCallum,c Stelling b Jonkman,24,43,3,1,55.81
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,Colin Smith,b Jonkman,19,23,4,0,82.61
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,Craig Wright,st Smits b Mohammad Kashif,1,7,0,0,14.29
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,John Blain,not out,18,28,1,1,64.29
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,Glenn Rogers,c Smits b Mohammad Kashif,26,30,5,0,86.67
2007,19th Match,"March,22,2007",Warner Park,"Basseterre, St Kitts, West Indies",Scotland vs Netherland,"19th Match, Group A, Basseterre, March 22, 2007,
ICC World Cup",Scotland,136,10,Paul Hoffmann,c ten Doeschate b van Bunge,7,8,1,0,87.5
