Year,Match Number,Date,Stadium,City,Match,Match Details,Bowling_Team,Total Runs Conceeded,Total Wicket ,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",West Indies,231,10,Sulieman Benn,10,0,53,4,0,2,5.3
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",West Indies,231,10,Daren Sammy,10,3,31,3,0,0,3.1
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",West Indies,231,10,Andre Russell,10,2,37,1,1,0,3.7
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",West Indies,231,10,Kieron Pollard,5,0,32,0,0,1,6.4
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",West Indies,231,10,Nikita Miller,6,0,40,0,0,0,6.67
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",Bangladesh,225,10,Shafiul ISrilankaam,8,0,43,1,0,2,5.38
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",Bangladesh,225,10,Rubel Hossain,8.4,0,40,1,0,1,4.76
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",Bangladesh,225,10,Naeem ISrilankaam,8,0,29,2,0,0,3.63
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",Bangladesh,225,10,Abdur Razzak,10,2,32,2,0,3,3.2
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",Bangladesh,225,10,Mahmudullah,5,0,30,1,0,0,6
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",Bangladesh,225,10,Shakib Al Hasan,10,0,49,2,0,0,4.9
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",England,227,8,James Anderson,9,0,54,0,0,3,6
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",England,227,8,Ajmal Shahzad,10,0,43,3,0,5,4.3
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",England,227,8,Tim Bresnan,10,1,35,1,0,1,3.5
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",England,227,8,Graeme Swann,10,1,42,2,0,2,4.2
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",England,227,8,Ravi Bopara,3,0,19,0,0,3,6.33
2011,28th Match,11-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",England vs Bangladesh,"28th Match, Group B (D/N), Chattogram, March 11, 2011,
ICC Cricket World Cup",England,227,8,Paul Collingwood,7,0,24,0,0,0,3.43
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",South Africa,296,10,Dale Steyn,9.4,0,50,5,0,2,5.32
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",South Africa,296,10,Morne Morkel,7,0,59,1,1,0,8.43
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",South Africa,296,10,Jacques Kallis,8,0,43,1,0,1,5.38
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",South Africa,296,10,Robin Peterson,9,0,52,2,0,2,5.78
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",South Africa,296,10,Jean-Paul Duminy,3,0,29,0,0,0,9.67
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",South Africa,296,10,Johan Botha,9,0,39,0,0,2,4.33
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",South Africa,296,10,Faf du Plessis,3,0,22,1,0,1,7.33
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",India,300,7,Zaheer Khan,10,0,43,1,0,0,4.3
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",India,300,7,Ashish Nehra,8.4,0,65,0,0,0,7.74
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",India,300,7,Munaf Patel,10,0,65,2,0,0,6.5
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",India,300,7,Yusuf Pathan,4,0,20,0,0,0,5
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",India,300,7,Yuvraj Singh,8,0,47,0,0,0,5.88
2011,29th Match,12-March-2011,Vidarbha Cricket Association Stadium,"Nagpur, Indiaia",India vs South Africa,"29th Match, Group B (D/N), Nagpur, March 12, 2011,
ICC Cricket World Cup",India,300,7,Harbhajan Singh,9,0,53,3,0,1,5.89
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",Canada,358,6,Khurram Chohan,7,0,40,0,0,3,5.71
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",Canada,358,6,Henry OsIndiae,7,0,52,0,0,2,7.43
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",Canada,358,6,Harvir Baidwan,9.1,0,84,3,0,1,9.23
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",Canada,358,6,Rizwan Cheema,4.5,0,64,0,2,0,14.22
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",Canada,358,6,Balaji Rao,10,0,62,2,0,1,6.2
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",Canada,358,6,John Davison,10,1,30,1,0,0,3
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",Canada,358,6,Jimmy Hansra,2,0,21,0,0,0,10.5
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",New Zealand,261,9,Kyle Mills,2.4,1,2,2,0,0,0.83
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",New Zealand,261,9,Tim Southee,10,1,36,1,0,1,3.6
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",New Zealand,261,9,Jesse Ryder,1.2,0,15,1,0,1,12.5
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",New Zealand,261,9,Jacob Oram,10,1,47,3,0,1,4.7
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",New Zealand,261,9,James Franklin,4,0,31,0,1,0,7.75
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",New Zealand,261,9,Nathan McCullum,8,0,56,1,0,0,7
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",New Zealand,261,9,Scott Styris,10,0,41,0,0,1,4.1
2011,30th Match,13-March-2011,Wankhede Stadium,"Mumbai, Indiaia",New Zealand vs Canada,"30th Match, Group A, Wankhede, March 13, 2011,
ICC Cricket World Cup",New Zealand,261,9,Kane Williamson,4,0,26,0,0,1,6.5
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Kenya,324,6,Thomas Odoyo,10,0,50,0,0,1,5
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Kenya,324,6,Elijah Otieno,8,0,75,0,0,0,9.38
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Kenya,324,6,Nehemiah Odhiambo,10,1,57,3,0,2,5.7
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Kenya,324,6,James Ngoche,8,0,56,0,0,1,7
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Kenya,324,6,Jimmy Kamande,10,0,46,2,0,2,4.6
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Kenya,324,6,Collins Obuya,4,0,33,1,1,1,8.25
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Australia,264,6,Brett Lee,8,1,26,0,0,0,3.25
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Australia,264,6,Shaun Tait,8,0,49,2,2,5,6.13
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Australia,264,6,Mitchell Johnson,8,1,40,0,0,2,5
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Australia,264,6,Steven Smith,6,0,36,0,0,0,6
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Australia,264,6,Jason Krejza,8,0,36,0,0,0,4.5
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Australia,264,6,Michael Clarke,5,0,21,0,0,0,4.2
2011,31st Match,13-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Australia vs Kenya,"31st Match, Group A (D/N), Bengaluru, March 13, 2011,
ICC Cricket World Cup",Australia,264,6,Shane Watson,7,0,48,0,0,1,6.86
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Bangladesh,160,10,Shafiul ISrilankaam,9.2,3,15,0,0,0,1.63
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Bangladesh,160,10,Abdur Razzak,10,2,29,3,0,0,2.9
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Bangladesh,160,10,Shakib Al Hasan,88,0,38,1,0,0,4.75
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Bangladesh,160,10,Rubel Hossain,9,0,36,1,0,0,4
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Bangladesh,160,10,Suhrawadi Shuvo,10,1,33,1,0,0,3.3
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Netherlands,166,4,Mudassar Bukhari,6,2,14,1,0,0,2.33
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Netherlands,166,4,Adeel Raja,7,0,31,0,0,0,4.43
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Netherlands,166,4,Ryan ten Doeschate,6,1,30,0,1,3,5
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Netherlands,166,4,Pieter Seelaar,10,1,25,0,0,0,2.5
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Netherlands,166,4,Peter Borren,5,0,28,1,0,0,5.6
2011,32nd Match,14-March-2011,Zahur Ahmed Chowdhury Stadium,"Chattogram, Bangladesh",Netherlands vs Bangladesh,"32nd Match, Group B, Chattogram, March 14, 2011,
ICC Cricket World Cup",Netherlands,166,4,Tom Cooper,7.2,2,33,2,0,0,4.58
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Pakistan,151,7,Abdul Razzaq,7,1,24,1,0,1,3.43
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Pakistan,151,7,Umar Gul,7.4,1,36,3,1,0,4.86
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Pakistan,151,7,Wahab Riaz,6,0,21,1,0,0,3.5
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Pakistan,151,7,Shahid Afridi,8,0,33,1,0,0,4.13
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Pakistan,151,7,Abdur Rehman,8,1,24,0,0,1,3
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Pakistan,151,7,Mohammad Hafeez,3,0,11,1,0,0,3.67
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Zimbabwe,164,3,Shingirai Masakadza,6,1,44,0,0,5,7.33
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Zimbabwe,164,3,Ray Price,8,1,21,2,0,3,2.63
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Zimbabwe,164,3,Prosper Utseya,7,1,24,1,0,0,3.43
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Zimbabwe,164,3,Gregory Lamb,7,0,44,0,0,0,6.29
2011,33rd Match,14-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Zimbabwe vs Pakistan,"33rd Match, Group A (D/N), Pallekele, March 14, 2011,
ICC Cricket World Cup",Zimbabwe,164,3,Graeme Cremer,6.1,0,31,0,0,1,5.08
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",Ireland,272,7,Boyd Rankin,10,0,59,1,0,1,5.9
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",Ireland,272,7,Trent Johnston,10,0,76,1,0,1,7.6
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",Ireland,272,7,John Mooney,8,0,36,1,0,0,4.5
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",Ireland,272,7,George Dockrell,10,0,37,1,0,0,3.7
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",Ireland,272,7,Paul Stirling,10,0,45,1,0,1,4.5
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",Ireland,272,7,Alex Cusack,2,0,14,0,0,1,7
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",South Africa,141,10,Dale Steyn,4,1,13,0,0,0,3.25
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",South Africa,141,10,Morne Morkel,5.2,0,33,3,0,2,6.35
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",South Africa,141,10,Jacques Kallis,6,1,20,2,0,0,3.33
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",South Africa,141,10,Johan Botha,8,0,32,1,0,1,4
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",South Africa,141,10,Robin Peterson,8,0,32,3,0,0,4
2011,34th Match,15-March-2011,Eden Gardens,"Kolkata, Indiaia",South Africa vs Ireland,"34th Match, Group B (D/N), Eden Gardens, March 15, 2011,
ICC Cricket World Cup",South Africa,141,10,Jean-Paul Duminy,2,0,11,1,0,0,5.5
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Australia,211,10,Shaun Tait,8,1,34,2,1,4,4.25
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Australia,211,10,Brett Lee,8.4,0,46,4,0,2,5.48
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Australia,211,10,Mitchell Johnson,10,0,43,1,0,3,4.3
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Australia,211,10,Shane Watson,6,0,22,1,0,0,3.67
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Australia,211,10,Jason Krejza,10,0,44,2,0,2,4.4
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Australia,211,10,Steven Smith,3,0,18,0,0,0,6
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Canada,212,3,Henry OsIndiae,9.5,0,53,1,0,2,5.58
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Canada,212,3,Harvir Baidwan,10,1,41,1,0,0,4.1
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Canada,212,3,Balaji Rao,7,0,46,0,0,0,6.57
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Canada,212,3,Rizwan Cheema,3,0,23,0,0,0,7.67
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Canada,212,3,John Davison,4,0,29,1,0,0,7.25
2011,35th Match,16-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Canada vs Australia,"35th Match, Group A (D/N), Bengaluru, March 16, 2011,
ICC Cricket World Cup",Canada,212,3,Hiral Patel,1,0,19,0,0,0,19
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",West Indies,243,10,Kemar Roach,9.4,2,34,2,2,1,3.62
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",West Indies,243,10,Sulieman Benn,10,0,56,0,0,2,5.6
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",West Indies,243,10,Andre Russell,8,0,49,4,0,3,6.13
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",West Indies,243,10,Daren Sammy,3,0,28,0,0,0,9.33
