Year,Match Number,Date,Stadium,City,Match,Match Details,Bowling_Team,Total Runs Conceeded,Total Wicket ,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",New Zealand,162,10,Kyle Mills,10,0,29,2,0,1,2.9
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",New Zealand,162,10,Tim Southee,9.2,3,29,3,0,2,3.15
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",New Zealand,162,10,Hamish Bennett,8,0,37,0,0,0,4.63
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",New Zealand,162,10,Daniel Vettori,10,3,25,2,0,0,2.5
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",New Zealand,162,10,Scott Styris,4,0,13,1,0,0,3.25
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",New Zealand,162,10,Nathan McCullum,3,0,15,0,0,0,5
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",New Zealand,162,10,Jesse Ryder,2,0,10,0,0,0,5
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",Zimbabwe,166,0,Tinashe Panyangara,5.3,0,42,0,1,0,7.92
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",Zimbabwe,166,0,Ray Price,7,0,23,0,0,0,3.29
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",Zimbabwe,166,0,Prosper Utseya,6,0,23,0,1,0,3.83
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",Zimbabwe,166,0,Gregory Lamb,5,0,18,0,0,0,3.6
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",Zimbabwe,166,0,Graeme Cremer,7,0,38,0,0,0,5.43
2011,18th Match,4-March-2011,Narendra Modi Stadium,"Ahmedabad, Indiaia",Zimbabwe vs New Zealand,"18th Match, Group A, Ahmedabad, March 04, 2011,
ICC Cricket World Cup",Zimbabwe,166,0,Elton Chigumbura,3,0,21,0,0,1,7
2011,19th Match,4-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",Bangladesh vs West Indies,"19th Match, Group B (D/N), Mirpur, March 04, 2011,
ICC Cricket World Cup",West Indies,58,10,Kemar Roach,6,0,19,3,1,1,3.17
2011,19th Match,4-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",Bangladesh vs West Indies,"19th Match, Group B (D/N), Mirpur, March 04, 2011,
ICC Cricket World Cup",West Indies,58,10,Sulieman Benn,5.5,2,18,4,0,0,3.27
2011,19th Match,4-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",Bangladesh vs West Indies,"19th Match, Group B (D/N), Mirpur, March 04, 2011,
ICC Cricket World Cup",West Indies,58,10,Daren Sammy,7,0,21,3,0,0,3
2011,19th Match,4-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",Bangladesh vs West Indies,"19th Match, Group B (D/N), Mirpur, March 04, 2011,
ICC Cricket World Cup",Bangladesh,59,1,Shafiul ISrilankaam,2,0,11,0,0,0,5.5
2011,19th Match,4-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",Bangladesh vs West Indies,"19th Match, Group B (D/N), Mirpur, March 04, 2011,
ICC Cricket World Cup",Bangladesh,59,1,Naeem ISrilankaam,6,1,14,1,0,1,2.33
2011,19th Match,4-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",Bangladesh vs West Indies,"19th Match, Group B (D/N), Mirpur, March 04, 2011,
ICC Cricket World Cup",Bangladesh,59,1,Rubel Hossain,1,0,12,0,0,0,12
2011,19th Match,4-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",Bangladesh vs West Indies,"19th Match, Group B (D/N), Mirpur, March 04, 2011,
ICC Cricket World Cup",Bangladesh,59,1,Abdur Razzak,1,0,8,0,0,2,8
2011,19th Match,4-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",Bangladesh vs West Indies,"19th Match, Group B (D/N), Mirpur, March 04, 2011,
ICC Cricket World Cup",Bangladesh,59,1,Mohammad Ashraful,2,0,11,0,0,0,5.5
2011,19th Match,4-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",Bangladesh vs West Indies,"19th Match, Group B (D/N), Mirpur, March 04, 2011,
ICC Cricket World Cup",Bangladesh,59,1,Shakib Al Hasan,0.2,0,1,0,0,0,5
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",South Africa,171,10,Robin Peterson,8,2,22,3,0,1,2.75
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",South Africa,171,10,Dale Steyn,9,0,37,1,0,1,4.11
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",South Africa,171,10,Morne Morkel,7,0,16,2,0,1,2.29
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",South Africa,171,10,Jacques Kallis,4,1,14,0,0,1,3.5
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",South Africa,171,10,Imran Tahir,8.4,1,38,4,0,1,4.52
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",South Africa,171,10,Faf du Plessis,5,0,16,0,0,0,3.2
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",South Africa,171,10,Jean-Paul Duminy,4,0,20,0,0,1,5
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",England,165,10,Michael Yardy,9,1,46,1,0,0,5.11
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",England,165,10,James Anderson,6,0,16,2,0,3,2.67
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",England,165,10,Tim Bresnan,8,1,27,1,0,0,3.38
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",England,165,10,Graeme Swann,10,2,29,1,0,0,2.9
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",England,165,10,Stuart Broad,6.4,0,15,4,0,0,2.34
2011,21st Match,6-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs South Africa,"21st Match, Group B, Chennai, March 06, 2011,
ICC Cricket World Cup",England,165,10,Kevin Pietersen,8,0,30,0,0,0,3.75
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",India,207,10,Zaheer Khan,9,1,30,3,0,1,3.33
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",India,207,10,Munaf Patel,4.5,0,25,1,0,1,5.56
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",India,207,10,Yusuf Pathan,7,1,32,0,0,0,4.57
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",India,207,10,Harbhajan Singh,9,1,29,0,0,1,3.22
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",India,207,10,Piyush Chawla,8,0,56,0,2,3,7
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",India,207,10,Yuvraj Singh,10,0,31,5,0,1,3.1
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",Ireland,210,5,Boyd Rankin,10,1,34,0,0,2,3.4
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",Ireland,210,5,Trent Johnston,5,1,16,2,0,1,3.2
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",Ireland,210,5,George Dockrell,10,0,49,2,0,0,4.9
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",Ireland,210,5,John Mooney,2,0,18,0,0,0,9
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",Ireland,210,5,Paul Stirling,10,0,45,0,0,2,4.5
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",Ireland,210,5,Andrew White,5,0,23,0,0,0,4.6
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",Ireland,210,5,Kevin O Brien,1,0,3,0,0,0,3
2011,22nd Match,6-March-2011,M.Chinnaswamy Stadium,"Bengaluru, Indiaia",Ireland vs India,"22nd Match, Group B (D/N), Bengaluru, March 06, 2011,
ICC Cricket World Cup",Ireland,210,5,Alex Cusack,3,0,18,0,0,0,6
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Canada,198,10,Henry OsIndiae,10,2,26,4,0,3,2.6
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Canada,198,10,Harvir Baidwan,10,1,41,2,0,2,4.1
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Canada,198,10,Parth Desai,3,0,20,0,0,0,6.67
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Canada,198,10,Rizwan Cheema,9,1,30,2,0,0,3.33
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Canada,198,10,Jimmy Hansra,3,0,15,0,0,0,5
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Canada,198,10,Balaji Rao,10,0,36,1,0,1,3.6
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Canada,198,10,John Davison,5,0,26,1,0,0,5.2
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Kenya,199,5,Thomas Odoyo,5,1,18,0,0,0,3.6
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Kenya,199,5,Elijah Otieno,8.3,0,45,1,1,4,5.42
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Kenya,199,5,Nehemiah Odhiambo,10,0,45,2,0,0,4.5
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Kenya,199,5,James Ngoche,10,2,26,1,0,1,2.6
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Kenya,199,5,Jimmy Kamande,5,0,25,0,0,1,5
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Kenya,199,5,Collins Obuya,2,0,15,0,0,1,7.5
2011,23rd Match,7-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Kenya vs Canada,"23rd Match, Group A (D/N), Delhi, March 07, 2011,
ICC Cricket World Cup",Kenya,199,5,Steve Tikolo,5,1,24,0,0,0,4.8
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",Pakistan,302,7,Shoaib Akhtar,9,0,70,1,3,3,7.78
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",Pakistan,302,7,Abdur Rehman,10,0,60,1,0,1,6
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",Pakistan,302,7,Umar Gul,10,1,32,3,0,2,3.2
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",Pakistan,302,7,Abdul Razzaq,4,0,49,0,0,4,12.25
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",Pakistan,302,7,Shahid Afridi,10,0,55,1,0,0,5.5
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",Pakistan,302,7,Mohammad Hafeez,7,0,26,1,0,1,3.71
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",New Zealand,192,10,Kyle Mills,8,1,43,2,0,0,5.38
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",New Zealand,192,10,Tim Southee,8,1,25,3,0,0,3.13
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",New Zealand,192,10,Jacob Oram,10,1,47,1,0,0,4.7
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",New Zealand,192,10,James Franklin,5,0,26,0,0,0,5.2
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",New Zealand,192,10,Nathan McCullum,6,0,28,2,0,1,4.67
2011,24th Match,8-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",New Zealand vs Pakistan,"24th Match, Group A (D/N), Pallekele, March 08, 2011,
ICC Cricket World Cup",New Zealand,192,10,Scott Styris,4.4,0,17,2,0,0,3.86
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",India,189,10,Zaheer Khan,6.4,0,20,3,0,0,3.13
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",India,189,10,Ashish Nehra,5,1,22,1,0,0,4.4
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",India,189,10,Yusuf Pathan,6,1,17,0,0,0,2.83
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",India,189,10,Harbhajan Singh,10,0,31,0,0,2,3.1
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",India,189,10,Piyush Chawla,10,0,47,2,1,0,4.7
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",India,189,10,Yuvraj Singh,9,1,43,2,0,0,4.78
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",Netherlands,191,5,Mudassar Bukhari,6,1,33,1,0,2,5.5
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",Netherlands,191,5,Ryan ten Doeschate,7,0,38,0,0,2,5.43
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",Netherlands,191,5,Pieter Seelaar,10,1,53,3,0,0,5.3
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",Netherlands,191,5,Peter Borren,8,0,33,1,0,0,4.13
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",Netherlands,191,5,Tom Cooper,2,0,11,0,0,0,5.5
2011,25th Match,9-March-2011,Arun Jaitley Stadium,"Delhi, Indiaia",Netherlands vs India,"25th Match, Group B (D/N), Delhi, March 09, 2011,
ICC Cricket World Cup",Netherlands,191,5,Bradley Kruger,3.3,0,23,0,0,0,6.97
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Zimbabwe,327,6,Chris Mpofu,7,0,62,4,1,2,8.86
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Zimbabwe,327,6,Tinashe Panyangara,6,0,51,0,0,2,8.5
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Zimbabwe,327,6,Ray Price,9,1,46,1,0,2,5.11
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Zimbabwe,327,6,Elton Chigumbura,3,0,20,0,0,0,6.67
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Zimbabwe,327,6,Prosper Utseya,10,0,50,1,0,1,5
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Zimbabwe,327,6,Graeme Cremer,7,0,42,0,0,1,6
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Zimbabwe,327,6,Gregory Lamb,8,0,51,0,0,1,6.38
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Srilanka,188,10,Lasith Malinga,8,0,51,0,0,7,6.38
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Srilanka,188,10,Nuwan Kulasekara,8,0,33,0,0,1,4.13
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Srilanka,188,10,Thisara Perera,6,0,33,1,0,0,5.5
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Srilanka,188,10,Muttiah Muralitharan,9,0,34,3,0,0,3.78
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Srilanka,188,10,Angelo Mathews,5,0,29,2,0,0,5.8
2011,26th Match,10-March-2011,Pallekele International Cricket Stadium,"Pallekele, Sri Lanka",Srilanka vs Zimbabwe,"26th Match, Group A (D/N), Pallekele, March 10, 2011,
ICC Cricket World Cup",Srilanka,188,10,Tillakaratne Dilshan,3,1,4,4,0,0,1.33
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",Ireland,275,10,Boyd Rankin,10,1,35,1,0,0,3.5
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",Ireland,275,10,Alex Cusack,7,1,22,0,0,0,3.14
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",Ireland,275,10,John Mooney,9,0,58,2,0,2,6.44
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",Ireland,275,10,Andre Botha,10,0,56,1,0,0,5.6
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",Ireland,275,10,Kevin O Brien,9,0,71,4,0,0,7.89
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",Ireland,275,10,Paul Stirling,2,0,9,0,0,0,4.5
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",Ireland,275,10,George Dockrell,3,0,15,1,0,1,5
2011,27th Match,11-March-2011,Punjab Cricket Association IS BIndiara Stadium,"Mohali, Indiaia",West Indies vs Ireland,"27th Match, Group B, Mohali, March 11, 2011,
ICC Cricket World Cup",West Indies,231,10,Kemar Roach,8,0,34,1,0,0,4.25
